Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDD17,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03269312,7.5,2.387.906,4
Low Fat,FDE16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026397141,8.895,2.078.954,4
Low Fat,FDZ04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038032068,9.31,61.351,4
Low Fat,FDE53,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026934673,10.895,106.128,4
Low Fat,FDF41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.131445848,12.15,246.846,4
Low Fat,FDG04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.006075007,13.1,1.875.898,4
Low Fat,FDI28,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026375082,14.3,796.302,4
Low Fat,FDT04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.107258822,17.25,401.822,4
Low Fat,FDF04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.013664703,17.5,2.577.304,4
Low Fat,FDK52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0793795,18.25,2.261.062,4
Low Fat,FDX43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.085447928,5.655,165.85,4
Low Fat,FDZ55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.025460232,6.055,160.892,4
Low Fat,FDA31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.110234793,7.1,171.708,4
Low Fat,FDX20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042646566,7.365,225.172,4
Low Fat,FDJ56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.183774965,8.985,101.77,4
Low Fat,FDK56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.130261652,9.695,1.852.898,4
Low Fat,FDV31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.106933748,9.8,175.337,4
Low Fat,FDJ32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.057909547,10.695,604.536,4
Low Fat,FDU07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.059968347,11.1,1.528.366,4
Low Fat,FDX08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.022649893,12.85,1.793.318,4
Low Fat,FDX55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,15.1,2.164.166,4
Low Fat,FDF32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.068219025,16.35,1.989.426,4
Low Fat,FDY19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.041448824,19.75,1.165.466,4
Low Fat,FDB45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02137305,20.85,1.033.306,4
Low Fat,DRF23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.122901056,4.61,1.744.396,4
Low Fat,DRK11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,8.21,1.482.392,4
Low Fat,DRG23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.086957199,8.88,1.525.682,4
Low Fat,DRK59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,8.895,2.329.616,4
Low Fat,DRJ11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,9.5,1.909.872,4
Low Fat,DRO59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.054264078,11.8,750.012,4
Low Fat,DRH23,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.170663661,14.65,564.614,4
Low Fat,DRN59,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.064271703,15,45.506,4
Low Fat,DRJ23,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.041753387,18.35,1.876.872,4
Low Fat,NCO05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.046653872,7.27,986.384,4
Low Fat,NCJ17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.152865879,7.68,849.224,4
Low Fat,NCI17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.143713508,8.645,96.641,4
Low Fat,NCL29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.114170506,9.695,1.589.604,4
Low Fat,NCX29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.089333332,10,1.456.102,4
Low Fat,NCR05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.054741627,10.1,2.002.084,4
Low Fat,NCV05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.030269774,10.1,1.524.656,4
Low Fat,NCK17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.037971697,11,38.948,4
Low Fat,NCA53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.009898492,11.395,488.034,4
Low Fat,NCZ17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.079592733,12.15,373.506,4
Low Fat,NCT29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.064240743,12.6,1.219.414,4
Low Fat,NCY29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.077390746,13.65,54.693,4
Low Fat,NCC42,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04499948,15,1.404.838,4
Low Fat,NCX05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.097258937,15.2,1.148.492,4
Low Fat,NCD42,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.012663476,16.5,393.506,4
Low Fat,NCQ53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.018943666,17.6,237.359,4
Low Fat,NCX41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.017755213,19,2.117.244,4
Low Fat,NCW05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.148372897,20.25,1.088.938,4
Low Fat,NCU30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.034945416,5.11,161.121,4
Low Fat,NCY42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015193323,6.38,143.347,4
Low Fat,NCZ30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026238087,6.59,1.216.098,4
Low Fat,NCY18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031214809,7.285,1.771.054,4
Low Fat,NCQ30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029131242,7.725,1.238.414,4
Low Fat,NCS06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031801103,7.935,261.591,4
Low Fat,NCE55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.130191993,8.92,176.837,4
Low Fat,NCJ54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.060188932,9.895,2.330.642,4
Low Fat,NCA18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056191301,10.1,1.157.492,4
Low Fat,NCI06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.047814463,11.3,179.266,4
Low Fat,NCV06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.066816565,11.3,1.922.478,4
Low Fat,NCK54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029583249,12.15,114.715,4
Low Fat,NCP18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.028656248,12.15,1.493.708,4
Low Fat,NCS18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.042296724,12.65,1.063.938,4
Low Fat,NCS54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.010013429,13.6,176.437,4
Low Fat,NCW06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.050442528,16.2,1.908.162,4
Low Fat,NCQ54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.012567811,17.7,1.684.474,4
Low Fat,NCI55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.012679226,18.6,1.209.414,4
Low Fat,NCG30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.112549008,20.2,1.231.046,4
Low Fat,NCG43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.074390007,20.2,914.462,4
Low Fat,NCI30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.059055045,20.25,247.346,4
Low Fat,NCA06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.143574191,20.5,37.219,4
Low Fat,NCR30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.071136948,20.6,763.696,4
Low Fat,FDK55,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.025813943,18.5,891.172,4
Low Fat,NCK19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.090649107,9.8,1.943.478,4
Low Fat,NCK07,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.048785427,10.65,1.639.526,4
Low Fat,NCL07,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031402114,13.85,40.248,4
Low Fat,NCI31,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.081492092,20,35.519,4
Low Fat,FDH21,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031288338,10.395,1.595.604,4
Low Fat,FDX34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.072131519,6.195,1.201.098,4
Low Fat,FDR58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04200648,6.675,926.462,4
Low Fat,FDL33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.10016525,7.235,1.939.452,4
Low Fat,FDQ58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015332872,7.315,154.034,4
Low Fat,FDT21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0204332,7.42,2.489.092,4
Low Fat,FDK21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.010032624,7.905,2.483.408,4
Low Fat,FDB22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.111666665,8.02,1.552.998,4
Low Fat,FDT34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.174703862,9.3,1.040.964,4
Low Fat,FDT22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.112324552,10.395,60.622,4
Low Fat,FDR45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029001987,10.8,2.386.222,4
Low Fat,FDP58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.135416391,11.1,2.183.482,4
Low Fat,FDT46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.030869612,11.35,498.008,4
Low Fat,FDZ45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.067011609,14.1,1.971.084,4
Low Fat,FDC47,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.119131749,15,2.269.694,4
Low Fat,FDJ09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.058513255,15,469.744,4
Low Fat,FDX45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.105068444,16.75,156.663,4
Low Fat,FDR46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.139700397,16.85,147.776,4
Low Fat,FDP57,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.052550476,17.5,101.299,4
Low Fat,FDY10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.049167388,17.6,1.149.176,4
Low Fat,FDB59,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015309885,18.25,1.976.084,4
Low Fat,FDR09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.077882226,18.25,2.580.962,4
Low Fat,FDU34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.075347426,18.25,1.263.046,4
Low Fat,FDO57,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.108930629,20.75,1.609.578,4
Low Fat,FDQ21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.019462623,21.25,1.208.756,4
Low Fat,DRG48,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014584584,5.78,1.463.102,4
Low Fat,DRJ01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.115265695,6.135,1.605.236,4
Low Fat,DRE13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.027761289,6.28,858.198,4
Low Fat,DRJ49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014021626,6.865,1.271.652,4
Low Fat,DRD12,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.077350112,6.96,914.146,4
Low Fat,DRK01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.061188147,7.63,940.436,4
Low Fat,DRH13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023934398,8.575,105.828,4
Low Fat,DRD37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.013869809,9.8,47.406,4
Low Fat,DRD49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.16817143,9.895,2.377.564,4
Low Fat,DRF13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02984176,12.1,1.444.444,4
Low Fat,DRL49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056543464,13.15,1.405.812,4
Low Fat,DRD13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.049178998,15,656.168,4
Low Fat,FDD35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.025916883,12.15,120.244,4
Low Fat,FDD11,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.030678825,12.85,251.704,4
Low Fat,FDF35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.154301621,15,1.059.938,4
Low Fat,FDG59,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.043322254,15.85,396.164,4
Low Fat,FDX23,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.029859711,6.445,941.436,4
Low Fat,FDF12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0828941,8.235,1.493.076,4
Low Fat,FDC48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.015949001,9.195,841.592,4
Low Fat,FDB60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.028683422,9.3,1.958.136,4
Low Fat,FDE24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093991286,14.85,1.409.812,4
Low Fat,FDL36,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.076505799,15.1,91.583,4
Low Fat,FDN12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.081562686,15.6,1.127.544,4
Low Fat,FDQ24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.074083388,15.7,2.533.724,4
Low Fat,FDW48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.008589133,18,810.618,4
Low Fat,FDP11,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.069491408,15.85,2.182.166,4
Low Fat,FDV47,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.054514169,17.1,844.566,4
Low Fat,FDH38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.010497273,6.425,1.183.808,4
Low Fat,FDK14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0413383,6.98,833.934,4
Low Fat,FDY13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.030297819,12.1,74.767,4
Low Fat,FDT13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01867669,14.85,1.887.214,4
Low Fat,FDO38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07325106,17.25,764.986,4
Low Fat,FDD50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.142443405,18.85,1.704.132,4
Low Fat,FDG26,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.042891098,18.85,257.633,4
Low Fat,DRI03,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.022832115,6.03,1.767.028,4
Low Fat,FDS14,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0,7.285,1.551.288,4
Low Fat,FDC39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0,7.405,2.057.296,4
Low Fat,FDB39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038736838,11.6,558.272,4
Low Fat,DRG51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.011604894,12.1,1.660.526,4
Low Fat,FDW50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.076005548,13.1,1.661.158,4
Low Fat,FDX14,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.075363922,13.1,738.354,4
Low Fat,DRI39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.097611115,13.8,54.893,4
Low Fat,DRJ51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.08849163,14.1,2.311.668,4
Low Fat,FDV50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.123264522,14.3,123.273,4
Low Fat,FDD39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.070551723,16.7,217.685,4
Low Fat,FDX26,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.088305201,17.7,1.823.292,4
Low Fat,FDX50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.075049323,20.1,1.104.228,4
Low Fat,FDT40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.096337184,5.985,1.252.678,4
Low Fat,FDY52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,6.365,597.536,4
Low Fat,FDJ41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.023012718,6.85,2.620.594,4
Low Fat,FDR04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.022694623,7.075,988.068,4
Low Fat,FDF16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.086619573,7.3,1.476.076,4
Low Fat,FDE16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.026492726,8.895,2.084.954,4
Low Fat,FDJ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.115535487,9.195,595.246,4
Low Fat,FDZ04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038169783,9.31,64.551,4
Low Fat,FDG53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.046116319,10,141.818,4
Low Fat,FDJ53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.071660976,10.5,1.197.098,4
Low Fat,FDD28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,10.695,605.904,4
Low Fat,FDC17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.015548178,12.15,2.112.928,4
Low Fat,FDD29,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.018514652,12.15,2.527.698,4
Low Fat,FDB17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036879539,13.15,1.813.976,4
Low Fat,FDG40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.040049609,13.65,344.558,4
Low Fat,FDK41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12826315,14.3,834.224,4
Low Fat,FDQ52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.120060274,17,2.465.434,4
Low Fat,FDO40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032812669,17.1,1.471.392,4
Low Fat,FDT04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.10764721,17.25,393.822,4
Low Fat,FDF04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.013714183,17.5,2.592.304,4
Low Fat,FDI52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.10527024,18.7,1.229.072,4
Low Fat,FDD05,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.016705436,19.35,1.208.098,4
Low Fat,FDZ55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.025552424,6.055,158.492,4
Low Fat,FDP32,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.08816538,6.65,1.268.678,4
Low Fat,FDA20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.066997921,6.78,186.524,4
Low Fat,FDW56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.071301323,7.68,1.908.162,4
Low Fat,FDZ44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038948125,8.185,1.154.808,4
Low Fat,FDM20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038904624,10,2.454.144,4
Low Fat,FDC20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.024107056,10.65,566.272,4
Low Fat,FDL08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.050000257,10.8,2.439.144,4
Low Fat,FDI45,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037793818,13.1,1.738.054,4
Low Fat,FDE44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.172357491,14.65,508.692,4
Low Fat,FDX55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.055518167,15.1,2.173.166,4
Low Fat,FDD57,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.022526293,18.1,950.094,4
Low Fat,FDQ44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036344721,20.5,1.223.756,4
Low Fat,DRM35,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.070843019,9.695,1.777.344,4
Low Fat,DRO59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.054460571,11.8,770.012,4
Low Fat,NCH29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.034668802,5.51,985.726,4
Low Fat,NCJ17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.153419412,7.68,864.224,4
Low Fat,NCN05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.014541462,8.235,184.495,4
Low Fat,NCV53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.018920019,8.27,238.088,4
Low Fat,NCI29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032806066,8.6,1.436.154,4
Low Fat,NCS29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.069938838,9,2.648.884,4
Low Fat,NCR05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.054939848,10.1,1.995.084,4
Low Fat,NCT17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.042102658,10.8,1.897.214,4
Low Fat,NCK17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038109194,11,40.948,4
Low Fat,NCO29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032438645,11.15,1.630.526,4
Low Fat,NCM29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01774202,11.5,1.296.626,4
Low Fat,NCQ29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0,12,2.623.278,4
Low Fat,NCL41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041973712,12.35,357.216,4
Low Fat,NCY29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.077670981,13.65,55.093,4
Low Fat,NCW29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.029026218,14,131.331,4
Low Fat,NCS53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.090286009,14.5,1.599.604,4
Low Fat,NCX05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.097611115,15.2,1.165.492,4
Low Fat,NCA41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032771033,16.75,1.923.162,4
Low Fat,NCB06,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.082797778,17.6,161.492,4
Low Fat,NCS17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.080956792,18.6,952.436,4
Low Fat,NCJ05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.046348967,18.7,1.536.682,4
Low Fat,NCY53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.058812134,20,1.116.544,4
Low Fat,NCA17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.045675104,20.6,1.509.392,4
Low Fat,NCS30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0,5.945,1.289.652,4
Low Fat,NCJ43,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027222517,6.635,1.740.396,4
Low Fat,NCA42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.028710065,6.965,1.581.604,4
Low Fat,NCY18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.031327839,7.285,1.746.054,4
Low Fat,NCK42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01319424,7.475,2.174.192,4
Low Fat,NCM06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.076156245,7.475,1.564.656,4
Low Fat,NCN06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.121178848,8.39,1.651.868,4
Low Fat,NCH43,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.070968081,8.42,2.159.192,4
Low Fat,NCT54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.120211747,8.695,932.094,4
Low Fat,NCE55,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.130663423,8.92,175.237,4
Low Fat,NCH06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.076987408,12.3,247.946,4
Low Fat,NCY06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.06153089,15.25,1.322.968,4
Low Fat,NCH55,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.35,127.902,4
Low Fat,NCX06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.015775777,17.6,1.791.976,4
Low Fat,NCL42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.040599963,18.85,2.440.144,4
Low Fat,NCO30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.01581384,19.5,1.832.608,4
